"targetName","kernelName","language","answer","guess","isCorrect"
"conversion-omp","__omp_offloading_10309_2f04bc7__Z7convertIffEvii_l27","OMP","Bandwidth","Bandwidth",True
"conversion-omp","__omp_offloading_10309_2f04bc7__Z7convertIhhEvii_l27","OMP","Bandwidth","Bandwidth",True
"conversion-omp","__omp_offloading_10309_2f04bc7__Z7convertIfiEvii_l20","OMP","Bandwidth","Bandwidth",True
"conversion-omp","__omp_offloading_10309_2f04bc7__Z7convertIicEvii_l20","OMP","Bandwidth","Bandwidth",True
"conversion-omp","__omp_offloading_10309_2f04bc7__Z7convertIifEvii_l20","OMP","Bandwidth","Bandwidth",True
"conversion-omp","__omp_offloading_10309_2f04bc7__Z7convertIfcEvii_l20","OMP","Bandwidth","Bandwidth",True
"conversion-omp","__omp_offloading_10309_2f04bc7__Z7convertIhiEvii_l20","OMP","Bandwidth","Bandwidth",True
"conversion-omp","__omp_offloading_10309_2f04bc7__Z7convertIffEvii_l27","OMP","Bandwidth","Bandwidth",True
"conversion-omp","__omp_offloading_10309_2f04bc7__Z7convertIccEvii_l20","OMP","Bandwidth","Bandwidth",True
"conversion-omp","__omp_offloading_10309_2f04bc7__Z7convertIihEvii_l20","OMP","Bandwidth","Bandwidth",True
"conversion-omp","__omp_offloading_10309_2f04bc7__Z7convertIfhEvii_l27","OMP","Bandwidth","Bandwidth",True
"conversion-omp","__omp_offloading_10309_2f04bc7__Z7convertIchEvii_l27","OMP","Bandwidth","Bandwidth",True
"conversion-omp","__omp_offloading_10309_2f04bc7__Z7convertIiiEvii_l27","OMP","Bandwidth","Bandwidth",True
"conversion-omp","__omp_offloading_10309_2f04bc7__Z7convertIhiEvii_l20","OMP","Bandwidth","Bandwidth",True
"conversion-omp","__omp_offloading_10309_2f04bc7__Z7convertIciEvii_l20","OMP","Bandwidth","Bandwidth",True
"marchingCubes-cuda","generatingTriangles(float, const unsigned int *, const unsigned short *, const int *, const uchar4 *, unsigned int *, unsigned int *, unsigned long long *, float *, float *, float *, float *)","CUDA","Bandwidth","Bandwidth",True
"marchingCubes-cuda","compactLv1(float, const float *, unsigned int *, unsigned int *)","CUDA","Bandwidth","Bandwidth",True
"marchingCubes-cuda","computeMinMaxLv1(float *)","CUDA","Compute","Bandwidth",False
"marchingCubes-cuda","computeMinMaxLv2(const unsigned int *, float *)","CUDA","Compute","Bandwidth",False
"marchingCubes-cuda","compactLv2(float, const float *, const unsigned int *, unsigned int *, unsigned int, unsigned int *)","CUDA","Bandwidth","Bandwidth",True
"geodesic-cuda","kernel_distance(const float4 *, float *, int)","CUDA","Bandwidth","Compute",False
"p4-cuda","postprocess(const float *, float *, const float *, const float *, const float *, float *, int *, float, float, float, float, int, int, int, int, int, float, float)","CUDA","Bandwidth","Bandwidth",True
"sptrsv-omp","__omp_offloading_10309_2fc5dad__Z15sptrsv_syncfreeiPKiS0_PKdiiiPdS2_S2__l91","OMP","Bandwidth","Compute",False
"pso-cuda","kernelUpdatePBest(const float *, float *, float *, int)","CUDA","Bandwidth","Bandwidth",True
"pso-cuda","kernelUpdateParticle(float *, float *, const float *, const float *, int, float, float)","CUDA","Bandwidth","Compute",False
"compute-score-omp","__omp_offloading_10309_2f04b44_main_l318","OMP","Bandwidth","Bandwidth",True
"compute-score-omp","__omp_offloading_10309_2f04b44_main_l376","OMP","Bandwidth","Bandwidth",True
"idivide-omp","__omp_offloading_10309_2fc33f6__Z5checki11int_fastdivPi_l56","OMP","Bandwidth","Compute",False
"idivide-omp","__omp_offloading_10309_2fc33f6__Z15throughput_testI11int_fastdivEviT_S1_S1_iPi_l10","OMP","Bandwidth","Compute",False
"idivide-omp","__omp_offloading_10309_2fc33f6__Z15throughput_testI11int_fastdivEviT_S1_S1_iPi_l10","OMP","Bandwidth","Compute",False
"idivide-omp","__omp_offloading_10309_2fc33f6__Z15throughput_testIiEviT_S0_S0_iPi_l10","OMP","Bandwidth","Compute",False
"idivide-omp","__omp_offloading_10309_2fc33f6__Z12latency_testIiEviT_S0_S0_S0_S0_S0_S0_S0_S0_S0_iPi_l37","OMP","Bandwidth","Compute",False
"idivide-omp","__omp_offloading_10309_2fc33f6__Z12latency_testI11int_fastdivEviT_S1_S1_S1_S1_S1_S1_S1_S1_S1_iPi_l37","OMP","Bandwidth","Compute",False
"is-cuda","full_verify_gpu_kernel_3(const int *, int *, int, int)","CUDA","Bandwidth","Compute",False
"is-cuda","rank_gpu_kernel_5(const int *, int *, int, int)","CUDA","Bandwidth","Bandwidth",True
"is-cuda","full_verify_gpu_kernel_1(const int *, int *, int, int)","CUDA","Bandwidth","Bandwidth",True
"is-cuda","create_seq_gpu_kernel(int *, double, double, int, int)","CUDA","Bandwidth","Compute",False
"is-cuda","rank_gpu_kernel_4(const int *, int *, int *, int, int)","CUDA","Bandwidth","Bandwidth",True
"is-cuda","rank_gpu_kernel_3(int *, const int *, int, int)","CUDA","Bandwidth","Bandwidth",True
"is-cuda","rank_gpu_kernel_7(const int *, const int *, const int *, int *, int, int, int)","CUDA","Bandwidth","Bandwidth",True
"is-cuda","rank_gpu_kernel_6(const int *, int *, const int *, int, int)","CUDA","Bandwidth","Bandwidth",True
"is-cuda","rank_gpu_kernel_1(int *, int *, const int *, int, int, int)","CUDA","Bandwidth","Compute",False
"is-cuda","full_verify_gpu_kernel_2(const int *, int *, int *, int, int)","CUDA","Bandwidth","Bandwidth",True
"is-cuda","rank_gpu_kernel_2(int *, int, int)","CUDA","Bandwidth","Bandwidth",True
"resize-omp","__omp_offloading_10309_2fc57d5__Z6resizeItLm8EEvPT_miiPKS0_iiffbb_l18","OMP","Bandwidth","Bandwidth",True
"resize-omp","__omp_offloading_10309_2fc57d5__Z6resizeIjLm8EEvPT_miiPKS0_iiffbb_l18","OMP","Bandwidth","Bandwidth",True
"resize-omp","__omp_offloading_10309_2fc57d5__Z15resize_bilinearIhLm8EEvPT_miiPKS0_iiffb_l65","OMP","Bandwidth","Bandwidth",True
"resize-omp","__omp_offloading_10309_2fc57d5__Z15resize_bilinearIjLm8EEvPT_miiPKS0_iiffb_l65","OMP","Bandwidth","Bandwidth",True
"resize-omp","__omp_offloading_10309_2fc57d5__Z15resize_bilinearItLm8EEvPT_miiPKS0_iiffb_l65","OMP","Bandwidth","Bandwidth",True
"resize-omp","__omp_offloading_10309_2fc57d5__Z6resizeIhLm8EEvPT_miiPKS0_iiffbb_l18","OMP","Bandwidth","Bandwidth",True
"remap-cuda","remap_kernel(device_ptr<const int>, device_ptr<const int>, int *, int, int)","CUDA","Bandwidth","Bandwidth",True
"fwt-cuda","fwtBatch1Kernel(float *, const float *, int)","CUDA","Bandwidth","Compute",False
"fwt-cuda","fwtBatch2Kernel(float *, const float *, int)","CUDA","Bandwidth","Compute",False
"fwt-cuda","modulateKernel(float *, const float *, int)","CUDA","Bandwidth","Compute",False
"softmax-online-cuda","softmax_forward_online_kernel(float *, const float *, int, int)","CUDA","Bandwidth","Compute",False
"eigenvalue-omp","__omp_offloading_10309_2f06c64__Z24calNumEigenValueIntervalPjPKfS1_S1_j_l44","OMP","Compute","Compute",True
"eigenvalue-omp","__omp_offloading_10309_2f06c64__Z25recalculateEigenIntervalsPfPKfPKjS1_S1_jf_l66","OMP","Bandwidth","Compute",False
"entropy-omp","__omp_offloading_10309_2f06cf2__Z7entropyPfPKcii_l13","OMP","Compute","Bandwidth",False
"entropy-omp","__omp_offloading_10309_2f06cf2__Z11entropy_optILi16ELi16EEvPfPKcPKfii_l61","OMP","Bandwidth","Bandwidth",True
"fresnel-cuda","kernel(const double *, double *, int)","CUDA","Bandwidth","Bandwidth",True
"mrc-cuda","MRCGradient(int, const int *, const float *, const float *, const float *, float, float *, float *)","CUDA","Bandwidth","Compute",False
"mrc-cuda","MRCGradient2(int, const int *, const float *, const float *, const float *, float, float *, float *)","CUDA","Bandwidth","Compute",False
"linearprobing-cuda","k_hashtable_insert(KeyValue *, const KeyValue *, unsigned int)","CUDA","Bandwidth","Bandwidth",True
"linearprobing-cuda","k_hashtable_delete(KeyValue *, const KeyValue *, unsigned int)","CUDA","Bandwidth","Bandwidth",True
"linearprobing-cuda","k_iterate_hashtable(KeyValue *, KeyValue *, unsigned int *)","CUDA","Bandwidth","Bandwidth",True
"histogram-omp","__omp_offloading_10309_2f285fb__Z16run_smem_atomicsILi3ELi256E6uchar4EdPT1_iiPjb_l56","OMP","Bandwidth","Bandwidth",True
"histogram-omp","__omp_offloading_10309_2f285fa__Z16run_gmem_atomicsILi1ELi256EhEdPT1_iiPjb_l55","OMP","Bandwidth","Bandwidth",True
"histogram-omp","__omp_offloading_10309_2f285fb__Z16run_smem_atomicsILi3ELi256E6uchar4EdPT1_iiPjb_l115","OMP","Bandwidth","Bandwidth",True
"histogram-omp","__omp_offloading_10309_2f285fa__Z16run_gmem_atomicsILi3ELi256E6float4EdPT1_iiPjb_l55","OMP","Bandwidth","Bandwidth",True
"histogram-omp","__omp_offloading_10309_2f285fb__Z16run_smem_atomicsILi1ELi256EhEdPT1_iiPjb_l56","OMP","Bandwidth","Bandwidth",True
"histogram-omp","__omp_offloading_10309_2f285fb__Z16run_smem_atomicsILi1ELi256EhEdPT1_iiPjb_l115","OMP","Bandwidth","Bandwidth",True
"histogram-omp","__omp_offloading_10309_2f285fa__Z16run_gmem_atomicsILi1ELi256EhEdPT1_iiPjb_l103","OMP","Bandwidth","Bandwidth",True
"histogram-omp","__omp_offloading_10309_2f285fb__Z16run_smem_atomicsILi3ELi256E6float4EdPT1_iiPjb_l56","OMP","Bandwidth","Bandwidth",True
"histogram-omp","__omp_offloading_10309_2f285fa__Z16run_gmem_atomicsILi3ELi256E6uchar4EdPT1_iiPjb_l55","OMP","Bandwidth","Bandwidth",True
"histogram-omp","__omp_offloading_10309_2f285fa__Z16run_gmem_atomicsILi3ELi256E6float4EdPT1_iiPjb_l103","OMP","Bandwidth","Bandwidth",True
"histogram-omp","__omp_offloading_10309_2f285fa__Z16run_gmem_atomicsILi3ELi256E6uchar4EdPT1_iiPjb_l103","OMP","Bandwidth","Bandwidth",True
"histogram-omp","__omp_offloading_10309_2f285fb__Z16run_smem_atomicsILi3ELi256E6float4EdPT1_iiPjb_l115","OMP","Bandwidth","Bandwidth",True
"simpleSpmv-cuda","mv_csr(unsigned long, const unsigned long *, const unsigned long *, const float *, const float *, float *)","CUDA","Bandwidth","Bandwidth",True
"simpleSpmv-cuda","void vector_mv_csr<32>(unsigned long, const unsigned long *, const unsigned long *, const float *, const float *, float *)","CUDA","Bandwidth","Bandwidth",True
"simpleSpmv-cuda","mv_dense(unsigned long, const float *, const float *, float *)","CUDA","Bandwidth","Compute",False
"damage-omp","__omp_offloading_10309_2f061c4__Z14damage_of_nodeiPKiS0_PiPd_l17","OMP","Bandwidth","Compute",False
"medianfilter-cuda","ckMedian(const uchar4 *, unsigned int *, int, int, int)","CUDA","Bandwidth","Compute",False
"adam-cuda","void adam<float, float>(T1 *, T1 *, T1 *, const T2 *, float, float, float, float, float, int, unsigned long, adamMode_t, float)","CUDA","Compute","Compute",True
"multimaterial-cuda","ccc_loop3(const int *, const int *, const int *, const double *, const double *, double *, double *, const double *, const double *, int, int, int *)","CUDA","Bandwidth","Compute",False
"multimaterial-cuda","ccc_loop1(const int *, const int *, const double *, const double *, const double *, const double *, double *, int, int, int *)","CUDA","Bandwidth","Compute",False
"multimaterial-cuda","ccc_loop1_2(const double *, const double *, const double *, double *, const int *, int, const int *, const int *, int, int)","CUDA","Bandwidth","Bandwidth",True
"multimaterial-cuda","ccc_loop2(const int *, const int *, const int *, const double *, const double *, const double *, const double *, const double *, const double *, double *, double *, int, int, int *)","CUDA","Bandwidth","Compute",False
"multimaterial-cuda","ccc_loop2_2(const int *, const double *, const double *, const double *, const double *, double *, int *, int)","CUDA","Bandwidth","Bandwidth",True
"expdist-cuda","void distance<float>(const T1 *, const T1 *, int, int, const T1 *, const T1 *, T1 *)","CUDA","Compute","Compute",True
"expdist-cuda","void reduce_cross_term<float>(T1 *, const T1 *, int, int, int)","CUDA","Bandwidth","Compute",False
"expdist-cuda","void reduce_cross_term<float>(T1 *, const T1 *, int, int, int)","CUDA","Bandwidth","Compute",False
"mcpr-cuda","compute_probs_unitStrides_sharedMem(const double *, const double *, double *, int, int, int)","CUDA","Bandwidth","Compute",False
"mcpr-cuda","compute_probs_unitStrides(const double *, const double *, double *, int, int, int)","CUDA","Bandwidth","Compute",False
"mcpr-cuda","compute_probs(const double *, const double *, double *, int, int, int)","CUDA","Bandwidth","Compute",False
"floydwarshall-cuda","floydWarshallPass(unsigned int *, unsigned int *, unsigned int, unsigned int)","CUDA","Bandwidth","Compute",False
"fdtd3d-omp","__omp_offloading_10309_2f06db7__Z7fdtdGPUPfS_PKfiiiiiiPPKc_l70","OMP","Bandwidth","Bandwidth",True
"nms-omp","__omp_offloading_10309_2fc5385_main_l192","OMP","Bandwidth","Bandwidth",True
"nms-omp","__omp_offloading_10309_2fc5385_main_l168","OMP","Bandwidth","Bandwidth",True
"fsm-cuda","MaxKernel(int *, const unsigned char *)","CUDA","Bandwidth","Bandwidth",True
"fsm-cuda","FSMKernel(int, const unsigned short *, int *, unsigned int *, unsigned char *, unsigned char *, int *, int *, int *)","CUDA","Bandwidth","Compute",False
"bezier-surface-cuda","BezierGPU(const XYZ *, XYZ *, int, int, int, int)","CUDA","Compute","Compute",True
"dpid-cuda","kernelGuidance(const uchar3 *, uchar3 *, Params)","CUDA","Bandwidth","Bandwidth",True
"dpid-cuda","kernelDownsampling(const uchar3 *, const uchar3 *, Params, uchar3 *)","CUDA","Compute","Bandwidth",False
"columnarSolver-cuda","setupKernel(unsigned int *)","CUDA","Bandwidth","Bandwidth",True
"langevin-cuda","k1(const float *, float *)","CUDA","Bandwidth","Compute",False
"langevin-cuda","k0(const float *, float *)","CUDA","Bandwidth","Compute",False
"langevin-cuda","k2(const float *, float *)","CUDA","Bandwidth","Compute",False
"aes-cuda","AESEncrypt(uchar4 *, const uchar4 *, const uchar4 *, const unsigned char *, unsigned int, unsigned int)","CUDA","Bandwidth","Compute",False
"rushlarsen-omp","__omp_offloading_10309_2fc590f__Z21k_forward_rush_larsenPdddPKdi_l7","OMP","Bandwidth","Compute",False
"romberg-cuda","romberg(double, double, double *)","CUDA","Compute","Compute",True
"seam-carving-cuda","compute_costs_kernel(const uchar4 *, short *, short *, short *, int, int, int)","CUDA","Bandwidth","Compute",False
"seam-carving-cuda","compute_M_kernel_step2(const short *, const short *, const short *, int *, int, int, int, int)","CUDA","Bandwidth","Compute",False
"seam-carving-cuda","min_reduce(const int *, int *, int)","CUDA","Bandwidth","Compute",False
"seam-carving-cuda","compute_M_kernel_step1(const short *, const short *, const short *, int *, int, int, int, int)","CUDA","Bandwidth","Compute",False
"seam-carving-cuda","remove_seam_kernel(const uchar4 *, uchar4 *, const int *, int, int, int)","CUDA","Bandwidth","Compute",False
"seam-carving-cuda","find_seam_kernel(const int *, const int *, int *, int, int, int)","CUDA","Bandwidth","Compute",False
"seam-carving-cuda","update_costs_kernel(const uchar4 *, const short *, const short *, const short *, short *, short *, short *, const int *, int, int, int)","CUDA","Bandwidth","Compute",False
"particles-omp","__omp_offloading_10309_2fc54dd__Z17bitonicSortLocal1PjS_PKjS1_jj_l122","OMP","Bandwidth","Compute",False
"sa-cuda","Compute_SA_From_UniqueRank(const int *, int *, int)","CUDA","Bandwidth","Compute",False
"sa-cuda","Compute_SA_From_UniqueRank(const int *, int *, int)","CUDA","Bandwidth","Compute",False
"sa-cuda","Init_d_s12(int *, int)","CUDA","Bandwidth","Bandwidth",True
"sa-cuda","Set_S0(int *, const int *, const int *, int, int)","CUDA","Bandwidth","Bandwidth",True
"sa-cuda","InitScan2(const int *, int *, int, int)","CUDA","Bandwidth","Bandwidth",True
"sa-cuda","keybits(int *, const int *, const int *, int, int)","CUDA","Bandwidth","Compute",False
"sa-cuda","InitScan(const int *, const int *, int *, int)","CUDA","Bandwidth","Compute",False
"sa-cuda","merge_suffixes(const int *, const int *, int *, const int *, const int *, int, int, int)","CUDA","Bandwidth","Bandwidth",True
"sa-cuda","Set_suffix_rank(int *, const int *, const int *, int, int)","CUDA","Bandwidth","Bandwidth",True
"sa-cuda","Store_unique_ranks(int *, const int *, int)","CUDA","Bandwidth","Bandwidth",True
"complex-cuda","ref_complex_double(char *, int)","CUDA","Bandwidth","Compute",False
"complex-cuda","ref_complex_float(char *, int)","CUDA","Compute","Bandwidth",False
"complex-cuda","complex_float(char *, int)","CUDA","Compute","Bandwidth",False
"complex-cuda","complex_double(char *, int)","CUDA","Bandwidth","Bandwidth",True
"debayer-cuda","malvar_he_cutler_demosaic(unsigned int, unsigned int, const unsigned char *, unsigned int, unsigned char *, unsigned int, int)","CUDA","Bandwidth","Bandwidth",True
"wsm5-cuda","wsm(float *, const float *, float *, float *, float *, float *, float *, const float *, const float *, const float *, float *, float *, float *, float *, float *, float, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int, int)","CUDA","Compute","Bandwidth",False
"permutate-omp","__omp_offloading_10309_2fc5542__Z16shuffling_kernelPhPKhjjjj_l51","OMP","Bandwidth","Bandwidth",True
"adam-omp","__omp_offloading_10309_2f0415e__Z4adamIffEvPT_S1_S1_PKT0_fffffim10adamMode_tf_l25","OMP","Compute","Compute",True
"tqs-cuda","TaskQueue_gpu(const task_t *, int *, int *, int, int, int)","CUDA","Bandwidth","Compute",False
"hwt1d-omp","__omp_offloading_10309_2fc3390_main_l124","OMP","Bandwidth","Bandwidth",True
"bsearch-omp","__omp_offloading_10309_2f0468a__Z2bsIfEvmmPKT_S2_Pmmi_l21","OMP","Bandwidth","Bandwidth",True
"bsearch-omp","__omp_offloading_10309_2f0468a__Z3bs2IfEvmmPKT_S2_Pmmi_l52","OMP","Bandwidth","Compute",False
"bsearch-omp","__omp_offloading_10309_2f0468a__Z3bs3IfEvmmPKT_S2_Pmmi_l84","OMP","Bandwidth","Compute",False
"bsearch-omp","__omp_offloading_10309_2f0468a__Z3bs4IfEvmmPKT_S2_Pmmi_l117","OMP","Bandwidth","Bandwidth",True
"lulesh-omp","__omp_offloading_10309_2fc4a6c_main_l1731","OMP","Bandwidth","Bandwidth",True
"lulesh-omp","__omp_offloading_10309_2fc4a6c_main_l1731","OMP","Bandwidth","Bandwidth",True
"lulesh-omp","__omp_offloading_10309_2fc4a6c_main_l1731","OMP","Bandwidth","Bandwidth",True
"lulesh-omp","__omp_offloading_10309_2fc4a6c_main_l1731","OMP","Bandwidth","Bandwidth",True
"lulesh-omp","__omp_offloading_10309_2fc4a6c_main_l1731","OMP","Bandwidth","Bandwidth",True
"lulesh-omp","__omp_offloading_10309_2fc4a6c_main_l1731","OMP","Bandwidth","Bandwidth",True
"lulesh-omp","__omp_offloading_10309_2fc4a6c_main_l1731","OMP","Bandwidth","Bandwidth",True
"lulesh-omp","__omp_offloading_10309_2fc4a6c_main_l1731","OMP","Bandwidth","Bandwidth",True
"lulesh-omp","__omp_offloading_10309_2fc4a6c_main_l1731","OMP","Bandwidth","Compute",False
"lulesh-omp","__omp_offloading_10309_2fc4a6c_main_l1731","OMP","Bandwidth","Bandwidth",True
"lulesh-omp","__omp_offloading_10309_2fc4a6c_main_l1731","OMP","Bandwidth","Bandwidth",True
"lulesh-omp","__omp_offloading_10309_2fc4a6c_main_l1731","OMP","Bandwidth","Bandwidth",True
"lulesh-omp","__omp_offloading_10309_2fc4a6c_main_l1731","OMP","Bandwidth","Bandwidth",True
"lulesh-omp","__omp_offloading_10309_2fc4a6c_main_l1731","OMP","Bandwidth","Bandwidth",True
"lulesh-omp","__omp_offloading_10309_2fc4a6c_main_l1731","OMP","Bandwidth","Bandwidth",True
"lulesh-omp","__omp_offloading_10309_2fc4a6c_main_l1731","OMP","Bandwidth","Bandwidth",True
"lulesh-omp","__omp_offloading_10309_2fc4a6c_main_l1697","OMP","Bandwidth","Bandwidth",True
"romberg-omp","__omp_offloading_10309_2fc5876_main_l47","OMP","Compute","Compute",True
"tensorAccessor-cuda","raw_accessor_kernel(long, long, float *, const float *, const float *)","CUDA","Bandwidth","Compute",False
"tensorAccessor-cuda","tensor_packed_accessor_kernel(GenericPackedTensorAccessor<float, 1, RestrictPtrTraits, long>, GenericPackedTensorAccessor<float, 2, RestrictPtrTraits, long>, GenericPackedTensorAccessor<float, 1, RestrictPtrTraits, long>)","CUDA","Bandwidth","Compute",False
"minisweep-omp","__omp_offloading_10309_2fc518d_main_l382","OMP","Bandwidth","Compute",False
"minisweep-omp","__omp_offloading_10309_2fc518d_main_l314","OMP","Bandwidth","Compute",False
"minisweep-omp","__omp_offloading_10309_2fc518d_main_l314","OMP","Bandwidth","Compute",False
"minisweep-omp","__omp_offloading_10309_2fc518d_main_l314","OMP","Bandwidth","Compute",False
"minisweep-omp","__omp_offloading_10309_2fc518d_main_l314","OMP","Bandwidth","Compute",False
"minisweep-omp","__omp_offloading_10309_2fc518d_main_l314","OMP","Bandwidth","Compute",False
"shuffle-cuda","bcast_shfl_xor_sg8(int *)","CUDA","Bandwidth","Compute",False
"shuffle-cuda","bcast_shfl_xor_sg8(int *)","CUDA","Bandwidth","Compute",False
"shuffle-cuda","bcast_shfl_sg32(int, int *)","CUDA","Bandwidth","Compute",False
"shuffle-cuda","bcast_shfl_sg32(int, int *)","CUDA","Bandwidth","Compute",False
"shuffle-cuda","transpose_shfl(float *, const float *)","CUDA","Bandwidth","Bandwidth",True
"shuffle-cuda","bcast_shfl_xor_sg32(int *)","CUDA","Bandwidth","Compute",False
"shuffle-cuda","bcast_shfl_xor_sg32(int *)","CUDA","Bandwidth","Compute",False
"shuffle-cuda","bcast_shfl_sg8(int, int *)","CUDA","Bandwidth","Compute",False
"shuffle-cuda","bcast_shfl_xor_sg16(int *)","CUDA","Bandwidth","Compute",False
"shuffle-cuda","bcast_shfl_sg16(int, int *)","CUDA","Bandwidth","Compute",False
"lif-omp","__omp_offloading_10309_2fc47e1__Z4testiifPfS_S_ffS_S_S__l65","OMP","Bandwidth","Compute",False
"cobahh-cuda","cobahh(float *, float *, float *, float *, float *, float *, const float *, char *, int, float, float, int, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float, float)","CUDA","Bandwidth","Compute",False
"aobench-cuda","render_kernel(unsigned char *, const _Sphere *, _Plane, int, int, int)","CUDA","Compute","Compute",True
"fpdc-cuda","CompressionKernel(int, const unsigned long long *, char *, const int *, int *)","CUDA","Bandwidth","Compute",False
"reaction-cuda","derivative_z2_zeroflux(const float *, float *, unsigned int, unsigned int, unsigned int, unsigned int)","CUDA","Bandwidth","Compute",False
"reaction-cuda","construct_laplacian(float *, const float *, const float *, const float *, unsigned int, float)","CUDA","Bandwidth","Compute",False
"reaction-cuda","reaction_gray_scott(const float *, const float *, float *, float *, unsigned int, float, float)","CUDA","Bandwidth","Compute",False
"reaction-cuda","update(float *, float *, const float *, const float *, const float *, const float *, unsigned int, float)","CUDA","Bandwidth","Compute",False
"reaction-cuda","derivative_x2_zeroflux(const float *, float *, unsigned int, unsigned int)","CUDA","Bandwidth","Compute",False
"reaction-cuda","derivative_y2_zeroflux(const float *, float *, unsigned int, unsigned int, unsigned int)","CUDA","Bandwidth","Bandwidth",True
"s8n-cuda","k_cube_select_four(int, int, int, const int *, int *)","CUDA","Bandwidth","Compute",False
"s8n-cuda","k_cube_select(int, int, int, const int *, int *)","CUDA","Bandwidth","Compute",False
"s8n-cuda","k_cube_select_two(int, int, int, const int *, int *)","CUDA","Bandwidth","Compute",False
"quicksort-cuda","void gqsort_kernel<unsigned int>(T1 *, T1 *, block_record<T1> *, parent_record *, work_record<T1> *)","CUDA","Bandwidth","Bandwidth",True
"quicksort-cuda","void lqsort_kernel<unsigned int>(T1 *, T1 *, work_record<T1> *)","CUDA","Bandwidth","Compute",False
"projectile-omp","__omp_offloading_10309_2fc5657__Z11GpuParallelRSt6vectorI10ProjectileSaIS0_EES3_i_l37","OMP","Bandwidth","Compute",False
"cobahh-omp","__omp_offloading_10309_2f04a96__Z24neurongroup_stateupdaterPfS_S_S_S_S_S_S_S_Pcii_l73","OMP","Bandwidth","Compute",False
"mis-omp","__omp_offloading_10309_2fc51be__Z10computeMISiiiPKiS0_PVh_l90","OMP","Bandwidth","Compute",False
"mis-omp","__omp_offloading_10309_2fc51be__Z10computeMISiiiPKiS0_PVh_l90","OMP","Bandwidth","Bandwidth",True
"mis-omp","__omp_offloading_10309_2fc51be__Z10computeMISiiiPKiS0_PVh_l90","OMP","Bandwidth","Compute",False
"entropy-cuda","void entropy_opt<16, 16>(float *, const char *, const float *, int, int)","CUDA","Bandwidth","Compute",False
"entropy-cuda","entropy(float *, const char *, int, int)","CUDA","Compute","Bandwidth",False
"morphology-cuda","void vhgw_horiz<1>(unsigned char *, const unsigned char *, int, int, int)","CUDA","Bandwidth","Bandwidth",True
"morphology-cuda","void vhgw_horiz<0>(unsigned char *, const unsigned char *, int, int, int)","CUDA","Bandwidth","Bandwidth",True
"morphology-cuda","void vhgw_vert<1>(unsigned char *, const unsigned char *, int, int, int)","CUDA","Bandwidth","Bandwidth",True
"morphology-cuda","void vhgw_vert<0>(unsigned char *, const unsigned char *, int, int, int)","CUDA","Bandwidth","Bandwidth",True
"md-omp","__omp_offloading_10309_2fc4b81__Z2mdPK7double4PS_PKiiiddd_l23","OMP","Bandwidth","Bandwidth",True
"extrema-omp","__omp_offloading_10309_2f06d62__Z7test_1DIdEliibiPKc_l145","OMP","Bandwidth","Bandwidth",True
"extrema-omp","__omp_offloading_10309_2f06d62__Z7test_1DIfEliibiPKc_l145","OMP","Bandwidth","Bandwidth",True
"extrema-omp","__omp_offloading_10309_2f06d62__Z7test_2DIiEliiibiiPKc_l206","OMP","Bandwidth","Bandwidth",True
"extrema-omp","__omp_offloading_10309_2f06d62__Z7test_1DIiEliibiPKc_l145","OMP","Bandwidth","Bandwidth",True
"extrema-omp","__omp_offloading_10309_2f06d62__Z7test_2DIlEliiibiiPKc_l206","OMP","Bandwidth","Bandwidth",True
"extrema-omp","__omp_offloading_10309_2f06d62__Z7test_2DIfEliiibiiPKc_l206","OMP","Bandwidth","Bandwidth",True
"extrema-omp","__omp_offloading_10309_2f06d62__Z7test_2DIdEliiibiiPKc_l206","OMP","Bandwidth","Bandwidth",True
"extrema-omp","__omp_offloading_10309_2f06d62__Z7test_1DIlEliibiPKc_l145","OMP","Bandwidth","Bandwidth",True
"bm3d-cuda","DCT2D8x8(float *, const float *, unsigned int)","CUDA","Bandwidth","Compute",False
"bm3d-cuda","aggregate_block(uint2, const float *, const float *, const unsigned short *, const float *, float *, float *, const unsigned int *, uint2, uint2, Params)","CUDA","Bandwidth","Bandwidth",True
"bm3d-cuda","get_block(uint2, const unsigned char *, const unsigned short *, const unsigned int *, float *, uint2, uint2, Params)","CUDA","Bandwidth","Bandwidth",True
"bm3d-cuda","aggregate_final(const float *, const float *, uint2, unsigned char *)","CUDA","Bandwidth","Bandwidth",True
"bm3d-cuda","hard_treshold_block(uint2, float *, float *, const unsigned int *, uint2, Params, unsigned int)","CUDA","Bandwidth","Bandwidth",True
"bm3d-cuda","IDCT2D8x8(float *, const float *, unsigned int)","CUDA","Bandwidth","Bandwidth",True
"bm3d-cuda","block_matching(const unsigned char *, unsigned short *, unsigned int *, uint2, uint2, Params, uint2)","CUDA","Bandwidth","Bandwidth",True
"sampling-cuda","void sampled_rows_kernel<float, int>(const T2 *, float *, T2, T2, T1 *, T2, T1 *, const T1 *, unsigned long)","CUDA","Bandwidth","Bandwidth",True
"sampling-cuda","void exact_rows_kernel<float, int>(float *, T2, T2, const T1 *, T2, T1 *, const T1 *)","CUDA","Bandwidth","Compute",False
